issued_amount,initial_interest_rate,initial_loan_duration,loan_amount_band,loan_term_bucket,interest_rate_bucket,country_grouped,customer_risk_rating_was_missing
4253.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
531.0,0.1513,36,very_low,25-36mo,very_low,Estonia,1
530.0,0.1594,36,very_low,25-36mo,very_low,Estonia,1
518.0,0.1927,24,very_low,13-24mo,low,Finland,1
6375.0,0.5507,36,very_high,25-36mo,very_high,Finland,1
3632.0,0.2,36,high,25-36mo,high,Finland,1
2020.0,0.5496,60,medium,49-60mo,very_high,Finland,1
3402.0,0.393,60,high,49-60mo,very_high,Estonia,1
2870.0,0.36,60,medium,49-60mo,very_high,Estonia,1
3185.0,0.5496,48,medium,37-48mo,very_high,Finland,1
3113.0,0.1,60,medium,49-60mo,very_low,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
3402.0,0.2736,36,high,25-36mo,high,Estonia,1
1488.0,0.09,60,low,49-60mo,very_low,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
531.0,0.2707,36,very_low,25-36mo,high,Estonia,1
1060.0,0.1674,60,low,49-60mo,low,Estonia,1
1275.0,0.3999,60,low,49-60mo,very_high,Estonia,1
850.0,0.2837,36,low,25-36mo,high,Estonia,1
518.0,0.1,18,very_low,13-24mo,very_low,Finland,1
2335.0,0.2368,30,medium,25-36mo,high,Estonia,1
1594.0,0.2003,12,low,<=12mo,high,Estonia,1
531.0,0.5842,60,very_low,49-60mo,very_high,Spain,1
4253.0,0.2142,60,very_high,49-60mo,high,Spain,1
1485.0,0.5809,60,low,49-60mo,very_high,Spain,1
4253.0,0.1068,60,very_high,49-60mo,very_low,Estonia,1
1380.0,0.0966,48,low,37-48mo,very_low,Estonia,1
1063.0,0.393,60,low,49-60mo,very_high,Estonia,1
1060.0,0.2852,12,low,<=12mo,high,Estonia,1
3083.0,0.2605,60,medium,49-60mo,high,Estonia,1
2125.0,0.4587,24,medium,13-24mo,very_high,Finland,1
530.0,0.1268,60,very_low,49-60mo,very_low,Estonia,1
4150.0,0.149,60,high,49-60mo,very_low,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
2550.0,0.4301,48,medium,37-48mo,very_high,Finland,1
4250.0,0.3397,36,very_high,25-36mo,very_high,Estonia,1
9035.0,0.2532,60,very_high,49-60mo,high,Estonia,1
3615.0,0.3438,60,high,49-60mo,very_high,Estonia,1
956.0,0.3533,36,low,25-36mo,very_high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
2594.0,0.1927,120,medium,60mo+,low,Finland,1
4150.0,0.1927,42,high,37-48mo,low,Finland,1
9675.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2230.0,0.2413,36,medium,25-36mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
3185.0,0.4008,36,medium,25-36mo,very_high,Finland,1
3217.0,0.1927,60,high,49-60mo,low,Finland,1
2126.0,0.5776,60,medium,49-60mo,very_high,Spain,1
2125.0,0.2413,60,medium,49-60mo,high,Estonia,1
850.0,0.1513,36,low,25-36mo,very_low,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4250.0,0.305,60,very_high,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4253.0,0.2111,36,very_high,25-36mo,high,Estonia,1
3185.0,0.1529,60,medium,49-60mo,very_low,Estonia,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
3185.0,0.376,60,medium,49-60mo,very_high,Estonia,1
2594.0,0.2,60,medium,49-60mo,high,Finland,1
530.0,0.1497,36,very_low,25-36mo,very_low,Estonia,1
4253.0,0.1674,60,very_high,49-60mo,low,Estonia,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
850.0,0.1017,60,low,49-60mo,very_low,Estonia,1
8506.0,0.2202,60,very_high,49-60mo,high,Estonia,1
530.0,0.1894,36,very_low,25-36mo,low,Estonia,1
2126.0,0.2368,60,medium,49-60mo,high,Estonia,1
2977.0,0.1235,30,medium,25-36mo,very_low,Estonia,1
531.0,0.09,24,very_low,13-24mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
2126.0,0.2338,60,medium,49-60mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
530.0,0.3613,48,very_low,37-48mo,very_high,Estonia,1
6375.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
531.0,0.365,60,very_low,49-60mo,very_high,Estonia,1
4253.0,0.1578,60,very_high,49-60mo,very_low,Spain,1
2387.0,0.2,60,medium,49-60mo,high,Finland,1
3185.0,0.1317,60,medium,49-60mo,very_low,Estonia,1
850.0,0.1334,9,low,<=12mo,very_low,Estonia,1
2126.0,0.1832,60,medium,49-60mo,low,Estonia,1
2126.0,0.5776,60,medium,49-60mo,very_high,Spain,1
530.0,0.36,60,very_low,49-60mo,very_high,Estonia,1
531.0,0.1785,36,very_low,25-36mo,low,Estonia,1
3615.0,0.1481,60,high,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
7750.0,0.2,60,very_high,49-60mo,high,Finland,1
2658.0,0.1448,60,medium,49-60mo,very_low,Estonia,1
5100.0,0.4563,48,very_high,37-48mo,very_high,Finland,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
2445.0,0.2909,60,medium,49-60mo,high,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
948.88,0.199,12,low,<=12mo,medium,Finland,1
4250.0,0.3825,60,very_high,49-60mo,very_high,Finland,1
2125.0,0.2443,60,medium,49-60mo,high,Estonia,1
530.0,0.3825,60,very_low,49-60mo,very_high,Estonia,1
2020.0,0.393,60,medium,49-60mo,very_high,Estonia,1
530.0,0.2937,36,very_low,25-36mo,high,Finland,1
8610.0,0.2323,60,very_high,49-60mo,high,Estonia,1
1037.0,0.099,60,low,49-60mo,very_low,Finland,1
530.0,0.5973,36,very_low,25-36mo,very_high,Spain,1
530.0,0.1118,60,very_low,49-60mo,very_low,Estonia,1
8931.0,0.365,60,very_high,49-60mo,very_high,Estonia,1
530.0,0.2383,60,very_low,49-60mo,high,Estonia,1
2658.0,0.1578,60,medium,49-60mo,very_low,Estonia,1
195.61410000000004,0.2263,60,very_low,49-60mo,high,Estonia,1
4040.0,0.5973,60,high,49-60mo,very_high,Finland,1
530.0,0.3786,60,very_low,49-60mo,very_high,Estonia,1
518.0,0.1927,24,very_low,13-24mo,low,Finland,1
212.0,0.365,60,very_low,49-60mo,very_high,Estonia,1
715.0,0.2003,60,low,49-60mo,high,Estonia,1
744.0,0.1284,24,low,13-24mo,very_low,Estonia,1
531.0,0.1168,36,very_low,25-36mo,very_low,Estonia,1
530.0,0.5853,60,very_low,49-60mo,very_high,Spain,1
530.0,0.2951,48,very_low,37-48mo,high,Finland,1
5316.0,0.1085,60,very_high,49-60mo,very_low,Estonia,1
4150.0,0.09,36,high,25-36mo,very_low,Finland,1
744.0,0.1529,30,low,25-36mo,very_low,Estonia,1
2020.0,0.1085,60,medium,49-60mo,very_low,Estonia,1
1060.0,0.2065,24,low,13-24mo,high,Estonia,1
530.0,0.364,48,very_low,37-48mo,very_high,Estonia,1
740.0,0.1251,60,low,49-60mo,very_low,Estonia,1
1700.0,0.2894,60,medium,49-60mo,high,Estonia,1
518.0,0.1,6,very_low,<=12mo,very_low,Finland,1
3113.0,0.1,60,medium,49-60mo,very_low,Finland,1
3721.0,0.1202,60,high,49-60mo,very_low,Estonia,1
5845.0,0.376,60,very_high,49-60mo,very_high,Estonia,1
531.0,0.1168,36,very_low,25-36mo,very_low,Estonia,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
5528.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
1037.0,0.1,60,low,49-60mo,very_low,Finland,1
2387.0,0.1927,60,medium,49-60mo,low,Finland,1
530.0,0.2576,36,very_low,25-36mo,high,Estonia,1
531.0,0.1118,60,very_low,49-60mo,very_low,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
2125.0,0.305,36,medium,25-36mo,very_high,Spain,1
1037.0,0.1,12,low,<=12mo,very_low,Finland,1
2125.0,0.4047,36,medium,25-36mo,very_high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1700.0,0.4974,6,medium,<=12mo,very_high,Spain,1
518.0,0.2,6,very_low,<=12mo,high,Finland,1
4250.0,0.2278,36,very_high,25-36mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.2909,36,very_low,25-36mo,high,Estonia,1
2125.0,0.4794,60,medium,49-60mo,very_high,Spain,1
10150.0,0.2,60,very_high,49-60mo,high,Finland,1
530.0,0.0949,36,very_low,25-36mo,very_low,Estonia,1
1345.0,0.2,60,low,49-60mo,high,Finland,1
5050.0,0.2,36,very_high,25-36mo,high,Finland,1
1237.0,0.2413,60,low,49-60mo,high,Estonia,1
530.0,0.1481,36,very_low,25-36mo,very_low,Estonia,1
2125.0,0.2937,36,medium,25-36mo,high,Finland,1
4465.0,0.1334,60,very_high,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
744.0,0.1218,60,low,49-60mo,very_low,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
2126.0,0.1432,18,medium,13-24mo,very_low,Estonia,1
1154.7,0.199,12,low,<=12mo,medium,Finland,1
1380.0,0.3707,48,low,37-48mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.5609,60,very_low,49-60mo,very_high,Spain,1
531.0,0.1957,60,very_low,49-60mo,medium,Estonia,1
2125.0,0.5776,60,medium,49-60mo,very_high,Spain,1
531.0,0.1284,18,very_low,13-24mo,very_low,Estonia,1
195.61410000000004,0.1481,36,very_low,25-36mo,very_low,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
10630.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1380.0,0.1284,48,low,37-48mo,very_low,Estonia,1
4040.0,0.278,60,high,49-60mo,high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
5315.0,0.4758,36,very_high,25-36mo,very_high,Finland,1
4253.0,0.3839,60,very_high,49-60mo,very_high,Spain,1
531.0,0.3943,60,very_low,49-60mo,very_high,Estonia,1
531.0,0.36,36,very_low,25-36mo,very_high,Estonia,1
1275.0,0.1101,60,low,49-60mo,very_low,Estonia,1
4047.0,0.2,36,high,25-36mo,high,Finland,1
530.0,0.1578,36,very_low,25-36mo,very_low,Estonia,1
4250.0,0.3328,60,very_high,49-60mo,very_high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.3093,18,very_low,13-24mo,very_high,Estonia,1
850.0,0.1152,36,low,25-36mo,very_low,Estonia,1
530.0,0.2233,36,very_low,25-36mo,high,Estonia,1
518.0,0.1927,60,very_low,49-60mo,low,Finland,1
1701.0,0.2923,60,medium,49-60mo,high,Estonia,1
1275.0,0.2308,48,low,37-48mo,high,Estonia,1
5954.0,0.1721,60,very_high,49-60mo,low,Estonia,1
1169.0,0.3999,60,low,49-60mo,very_high,Estonia,1
531.0,0.3969,60,very_low,49-60mo,very_high,Estonia,1
635.0,0.0966,36,low,25-36mo,very_low,Estonia,1
531.0,0.3411,36,very_low,25-36mo,very_high,Estonia,1
5315.0,0.2649,36,very_high,25-36mo,high,Estonia,1
4150.0,0.149,60,high,49-60mo,very_low,Finland,1
531.0,0.2823,60,very_low,49-60mo,high,Estonia,1
530.0,0.5973,36,very_low,25-36mo,very_high,Spain,1
10630.0,0.2019,60,very_high,49-60mo,high,Estonia,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4150.0,0.09,36,high,25-36mo,very_low,Finland,1
195.61410000000004,0.365,60,very_low,49-60mo,very_high,Estonia,1
530.0,0.2338,36,very_low,25-36mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.2736,12,very_low,<=12mo,high,Estonia,1
4150.0,0.09,60,high,49-60mo,very_low,Finland,1
530.0,0.1268,36,very_low,25-36mo,very_low,Estonia,1
1488.0,0.3653,60,low,49-60mo,very_high,Spain,1
1169.0,0.09,60,low,49-60mo,very_low,Estonia,1
530.0,0.1235,36,very_low,25-36mo,very_low,Estonia,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
531.0,0.3479,24,very_low,13-24mo,very_high,Estonia,1
744.0,0.3218,60,low,49-60mo,very_high,Estonia,1
530.0,0.1578,36,very_low,25-36mo,very_low,Estonia,1
850.0,0.2866,36,low,25-36mo,high,Estonia,1
2125.0,0.3078,36,medium,25-36mo,very_high,Estonia,1
531.0,0.1988,6,very_low,<=12mo,medium,Estonia,1
2126.0,0.5776,60,medium,49-60mo,very_high,Spain,1
2126.0,0.2263,60,medium,49-60mo,high,Spain,1
531.0,0.2111,12,very_low,<=12mo,high,Estonia,1
531.0,0.161,60,very_low,49-60mo,very_low,Estonia,1
850.0,0.5609,60,low,49-60mo,very_high,Spain,1
4250.0,0.3613,60,very_high,49-60mo,very_high,Estonia,1
4253.0,0.1642,60,very_high,49-60mo,low,Spain,1
1165.0,0.1317,60,low,49-60mo,very_low,Estonia,1
2445.0,0.5973,60,medium,49-60mo,very_high,Finland,1
1807.0,0.2517,60,medium,49-60mo,high,Estonia,1
1590.0,0.1626,60,low,49-60mo,very_low,Estonia,1
1406.89,0.199,36,low,25-36mo,medium,Finland,1
10630.0,0.2172,48,very_high,37-48mo,high,Estonia,1
3185.0,0.2532,48,medium,37-48mo,high,Finland,1
2232.0,0.305,18,medium,13-24mo,very_high,Estonia,1
850.0,0.2065,36,low,25-36mo,high,Estonia,1
3185.0,0.2019,60,medium,49-60mo,high,Estonia,1
2125.0,0.5973,60,medium,49-60mo,very_high,Finland,1
726.0,0.1,6,low,<=12mo,very_low,Finland,1
2126.0,0.364,60,medium,49-60mo,very_high,Estonia,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
1275.0,0.3107,60,low,49-60mo,very_high,Estonia,1
6485.0,0.1941,60,very_high,49-60mo,medium,Estonia,1
530.0,0.1284,36,very_low,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
4253.0,0.09,36,very_high,25-36mo,very_low,Estonia,1
850.0,0.3904,60,low,49-60mo,very_high,Estonia,1
530.0,0.1847,36,very_low,25-36mo,low,Estonia,1
5315.0,0.305,36,very_high,25-36mo,very_high,Estonia,1
6911.0,0.2157,60,very_high,49-60mo,high,Estonia,1
850.0,0.3107,36,low,25-36mo,very_high,Estonia,1
622.0,0.149,12,very_low,<=12mo,very_low,Finland,1
635.0,0.2923,60,low,49-60mo,high,Estonia,1
3189.0,0.135,60,high,49-60mo,very_low,Estonia,1
531.0,0.3451,24,very_low,13-24mo,very_high,Estonia,1
4250.0,0.5056,60,very_high,49-60mo,very_high,Finland,1
3402.0,0.1785,60,high,49-60mo,low,Estonia,1
4253.0,0.4926,60,very_high,49-60mo,very_high,Spain,1
637.0,0.2293,36,low,25-36mo,high,Spain,1
2760.0,0.3121,36,medium,25-36mo,very_high,Estonia,1
3505.0,0.5973,60,high,49-60mo,very_high,Finland,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
1807.0,0.135,60,medium,49-60mo,very_low,Estonia,1
6379.0,0.2546,60,very_high,49-60mo,high,Estonia,1
4253.0,0.3799,60,very_high,49-60mo,very_high,Estonia,1
1594.0,0.1957,60,low,49-60mo,medium,Estonia,1
1594.0,0.2308,60,low,49-60mo,high,Estonia,1
2125.0,0.3799,60,medium,49-60mo,very_high,Spain,1
1488.0,0.3917,48,low,37-48mo,very_high,Estonia,1
1590.0,0.3891,60,low,49-60mo,very_high,Estonia,1
530.0,0.5973,48,very_low,37-48mo,very_high,Spain,1
2655.0,0.1594,36,medium,25-36mo,very_low,Estonia,1
530.0,0.2852,60,very_low,49-60mo,high,Finland,1
637.0,0.1301,60,low,49-60mo,very_low,Estonia,1
518.0,0.1,36,very_low,25-36mo,very_low,Finland,1
4253.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
531.0,0.2837,60,very_low,49-60mo,high,Estonia,1
530.0,0.2909,60,very_low,49-60mo,high,Estonia,1
4250.0,0.2383,36,very_high,25-36mo,high,Estonia,1
2655.0,0.5919,36,medium,25-36mo,very_high,Spain,1
1060.0,0.1594,60,low,49-60mo,very_low,Estonia,1
2020.0,0.3586,60,medium,49-60mo,very_high,Estonia,1
4253.0,0.2473,48,very_high,37-48mo,high,Spain,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.1737,60,very_low,49-60mo,low,Estonia,1
5316.0,0.3383,60,very_high,49-60mo,very_high,Estonia,1
635.0,0.1301,36,low,25-36mo,very_low,Estonia,1
2126.0,0.36,30,medium,25-36mo,very_high,Estonia,1
531.0,0.0932,60,very_low,49-60mo,very_low,Estonia,1
4253.0,0.1561,60,very_high,49-60mo,very_low,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2126.0,0.365,60,medium,49-60mo,very_high,Estonia,1
2075.0,0.1927,24,medium,13-24mo,low,Finland,1
530.0,0.2994,36,very_low,25-36mo,high,Spain,1
518.0,0.1,60,very_low,49-60mo,very_low,Finland,1
4150.0,0.1927,60,high,49-60mo,low,Finland,1
2125.0,0.5973,60,medium,49-60mo,very_high,Finland,1
3189.0,0.2398,60,high,49-60mo,high,Estonia,1
531.0,0.2502,24,very_low,13-24mo,high,Estonia,1
1590.0,0.1168,36,low,25-36mo,very_low,Estonia,1
3930.0,0.5243,48,high,37-48mo,very_high,Finland,1
212.0,0.1957,60,very_low,49-60mo,medium,Estonia,1
637.0,0.2142,60,low,49-60mo,high,Spain,1
2764.0,0.365,60,medium,49-60mo,very_high,Estonia,1
3113.0,0.1,60,medium,49-60mo,very_low,Finland,1
3185.0,0.2278,60,medium,49-60mo,high,Estonia,1
530.0,0.2126,60,very_low,49-60mo,high,Estonia,1
1060.0,0.208,60,low,49-60mo,high,Estonia,1
3189.0,0.2034,36,high,25-36mo,high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
2126.0,0.1689,60,medium,49-60mo,low,Estonia,1
518.0,0.1927,9,very_low,<=12mo,low,Finland,1
2126.0,0.3546,48,medium,37-48mo,very_high,Estonia,1
531.0,0.1334,60,very_low,49-60mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.3162,18,very_low,13-24mo,very_high,Estonia,1
4253.0,0.5092,36,very_high,25-36mo,very_high,Spain,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
3189.0,0.5092,36,high,25-36mo,very_high,Spain,1
4250.0,0.3917,48,very_high,37-48mo,very_high,Finland,1
4253.0,0.3273,60,very_high,49-60mo,very_high,Estonia,1
2699.9,0.199,60,medium,49-60mo,medium,Finland,1
3720.0,0.2576,36,high,25-36mo,high,Estonia,1
1590.0,0.3891,60,low,49-60mo,very_high,Estonia,1
2335.0,0.2576,30,medium,25-36mo,high,Estonia,1
530.0,0.5973,48,very_low,37-48mo,very_high,Spain,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
10630.0,0.3078,60,very_high,49-60mo,very_high,Estonia,1
3943.0,0.1,60,high,49-60mo,very_low,Finland,1
1169.0,0.1626,60,low,49-60mo,very_low,Estonia,1
1805.0,0.3546,60,medium,49-60mo,very_high,Estonia,1
955.0,0.1301,36,low,25-36mo,very_low,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
1488.0,0.1926,60,low,49-60mo,low,Estonia,1
3721.0,0.2591,60,high,49-60mo,high,Estonia,1
2126.0,0.1926,60,medium,49-60mo,low,Estonia,1
196.88,0.199,12,very_low,<=12mo,medium,Finland,1
530.0,0.2233,60,very_low,49-60mo,high,Estonia,1
2125.0,0.5809,60,medium,49-60mo,very_high,Spain,1
4150.0,0.2,60,high,49-60mo,high,Finland,1
518.0,0.2,36,very_low,25-36mo,high,Finland,1
8150.0,0.2,60,very_high,49-60mo,high,Finland,1
531.0,0.135,60,very_low,49-60mo,very_low,Estonia,1
10630.0,0.0915,60,very_high,49-60mo,very_low,Estonia,1
637.0,0.3586,36,low,25-36mo,very_high,Estonia,1
4355.0,0.471,48,very_high,37-48mo,very_high,Finland,1
530.0,0.2003,36,very_low,25-36mo,high,Estonia,1
4253.0,0.262,60,very_high,49-60mo,high,Spain,1
744.0,0.1464,60,low,49-60mo,very_low,Estonia,1
2335.0,0.5776,48,medium,37-48mo,very_high,Finland,1
1594.0,0.2111,60,low,49-60mo,high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
531.0,0.1957,48,very_low,37-48mo,medium,Estonia,1
2020.0,0.336,36,medium,25-36mo,very_high,Finland,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
2125.0,0.4047,36,medium,25-36mo,very_high,Spain,1
531.0,0.1251,60,very_low,49-60mo,very_low,Estonia,1
3827.0,0.3917,60,high,49-60mo,very_high,Estonia,1
1594.0,0.161,9,low,<=12mo,very_low,Estonia,1
635.0,0.2142,36,low,25-36mo,high,Estonia,1
3400.0,0.5973,60,high,49-60mo,very_high,Finland,1
1141.0,0.2,36,low,25-36mo,high,Finland,1
3720.0,0.1545,36,high,25-36mo,very_low,Finland,1
6379.0,0.3093,60,very_high,49-60mo,very_high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
8080.0,0.495,36,very_high,25-36mo,very_high,Finland,1
2490.0,0.1,60,medium,49-60mo,very_low,Finland,1
2870.0,0.1957,60,medium,49-60mo,medium,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4150.0,0.1,120,high,60mo+,very_low,Finland,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
10630.0,0.1464,60,very_high,49-60mo,very_low,Estonia,1
1485.0,0.3424,60,low,49-60mo,very_high,Estonia,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
4150.0,0.2,48,high,37-48mo,high,Finland,1
518.0,0.1,3,very_low,<=12mo,very_low,Finland,1
2020.0,0.5973,60,medium,49-60mo,very_high,Finland,1
531.0,0.205,24,very_low,13-24mo,high,Estonia,1
1590.0,0.1816,36,low,25-36mo,low,Estonia,1
740.0,0.1863,60,low,49-60mo,low,Estonia,1
530.0,0.3008,48,very_low,37-48mo,high,Finland,1
6911.0,0.2852,60,very_high,49-60mo,high,Estonia,1
530.0,0.1464,36,very_low,25-36mo,very_low,Estonia,1
2230.0,0.364,60,medium,49-60mo,very_high,Estonia,1
530.0,0.2003,60,very_low,49-60mo,high,Estonia,1
6911.0,0.393,60,very_high,49-60mo,very_high,Estonia,1
3113.0,0.2,60,medium,49-60mo,high,Finland,1
2125.0,0.5973,60,medium,49-60mo,very_high,Finland,1
749.79,0.199,36,low,25-36mo,medium,Finland,1
1275.0,0.2751,36,low,25-36mo,high,Estonia,1
6379.0,0.1545,60,very_high,49-60mo,very_low,Estonia,1
2230.0,0.3506,60,medium,49-60mo,very_high,Estonia,1
2125.0,0.09,36,medium,25-36mo,very_low,Finland,1
4253.0,0.1737,60,very_high,49-60mo,low,Estonia,1
3720.0,0.1863,60,high,49-60mo,low,Estonia,1
1060.0,0.326,60,low,49-60mo,very_high,Estonia,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
530.0,0.1448,36,very_low,25-36mo,very_low,Estonia,1
4250.0,0.3852,60,very_high,49-60mo,very_high,Estonia,1
531.0,0.2894,48,very_low,37-48mo,high,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
531.0,0.3546,48,very_low,37-48mo,very_high,Estonia,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
518.0,0.1927,3,very_low,<=12mo,low,Finland,1
4890.0,0.09,36,very_high,25-36mo,very_low,Estonia,1
3185.0,0.3865,60,medium,49-60mo,very_high,Estonia,1
530.0,0.1383,48,very_low,37-48mo,very_low,Estonia,1
2126.0,0.2678,36,medium,25-36mo,high,Estonia,1
4145.0,0.2065,36,high,25-36mo,high,Estonia,1
5316.0,0.1334,60,very_high,49-60mo,very_low,Estonia,1
1141.0,0.1927,60,low,49-60mo,low,Finland,1
3721.0,0.1251,36,high,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
518.0,0.1,60,very_low,49-60mo,very_low,Finland,1
4150.0,0.2,36,high,25-36mo,high,Finland,1
1349.0,0.1,60,low,49-60mo,very_low,Finland,1
3827.0,0.3342,60,high,49-60mo,very_high,Estonia,1
6592.0,0.1578,60,very_high,49-60mo,very_low,Estonia,1
2125.0,0.5416,36,medium,25-36mo,very_high,Finland,1
6590.0,0.1972,60,very_high,49-60mo,medium,Estonia,1
531.0,0.2278,30,very_low,25-36mo,high,Estonia,1
531.0,0.1416,36,very_low,25-36mo,very_low,Estonia,1
1700.0,0.3865,60,medium,49-60mo,very_high,Estonia,1
4146.0,0.1926,60,high,49-60mo,low,Estonia,1
2020.0,0.3121,60,medium,49-60mo,very_high,Estonia,1
2760.0,0.337,36,medium,25-36mo,very_high,Estonia,1
530.0,0.1317,60,very_low,49-60mo,very_low,Estonia,1
2075.0,0.1,60,medium,49-60mo,very_low,Finland,1
3189.0,0.365,72,high,60mo+,very_high,Estonia,1
4253.0,0.1268,36,very_high,25-36mo,very_low,Estonia,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
1349.0,0.09,60,low,49-60mo,very_low,Finland,1
10630.0,0.3135,60,very_high,49-60mo,very_high,Estonia,1
3296.0,0.3519,36,high,25-36mo,very_high,Estonia,1
530.0,0.1894,36,very_low,25-36mo,low,Estonia,1
622.0,0.1927,60,very_low,49-60mo,low,Finland,1
2655.0,0.1317,36,medium,25-36mo,very_low,Estonia,1
1275.0,0.3246,60,low,49-60mo,very_high,Estonia,1
6911.0,0.393,60,very_high,49-60mo,very_high,Estonia,1
518.0,0.1,6,very_low,<=12mo,very_low,Finland,1
4150.0,0.1,24,high,13-24mo,very_low,Finland,1
4150.0,0.1,60,high,49-60mo,very_low,Finland,1
530.0,0.1235,48,very_low,37-48mo,very_low,Estonia,1
2125.0,0.305,36,medium,25-36mo,very_high,Spain,1
4250.0,0.5973,60,very_high,49-60mo,very_high,Finland,1
4250.0,0.2707,36,very_high,25-36mo,high,Estonia,1
2126.0,0.5609,60,medium,49-60mo,very_high,Spain,1
1275.0,0.1481,12,low,<=12mo,very_low,Estonia,1
3185.0,0.1926,60,medium,49-60mo,low,Estonia,1
531.0,0.3383,60,very_low,49-60mo,very_high,Estonia,1
2126.0,0.09,36,medium,25-36mo,very_low,Estonia,1
4250.0,0.305,36,very_high,25-36mo,very_high,Estonia,1
1701.0,0.1448,60,medium,49-60mo,very_low,Estonia,1
1037.0,0.1927,60,low,49-60mo,low,Finland,1
2125.0,0.2233,60,medium,49-60mo,high,Estonia,1
8931.0,0.3078,60,very_high,49-60mo,very_high,Estonia,1
6379.0,0.1068,60,very_high,49-60mo,very_low,Estonia,1
850.0,0.326,24,low,13-24mo,very_high,Estonia,1
5316.0,0.1816,60,very_high,49-60mo,low,Estonia,1
4253.0,0.09,60,very_high,49-60mo,very_low,Estonia,1
